year,team,position,name,player_id,college
2018,GB,OL,Cole Madison,00-0034269,Washington State
2018,MIN,TE,Tyler Conklin,00-0034270,Central Michigan
2018,BAL,WR,Jordan Lasley,00-0034271,UCLA
2018,GB,WR,Marquez Valdes-Scantling,00-0034272,South Florida
2018,CLE,WR,Damion Ratley,00-0034273,Texas A&amp;M
2018,NYJ,DB,Parry Nickerson,00-0034274,Tulane
2018,NYJ,DL,Foley Fatukasi,00-0034275,Connecticut
2018,SEA,DB,Simeon Thomas,00-0034276,Louisiana-Lafayette
2018,BAL,DB,DeShon Elliott,00-0034277,Texas
2018,KC,DB,Tremon Smith,00-0034278,Central Arkansas
2018,GB,WR,Equanimeous St. Brown,00-0034279,Notre Dame
2018,BAL,OL,Greg Senat,00-0034280,Wagner
2018,BAL,OL,Bradley Bozeman,00-0034281,Alabama
2018,SEA,LB,Azeem Victor,00-0034282,Washington
2018,SF,DL,Jullian Taylor,00-0034283,Temple
2018,GB,DL,James Looney,00-0034284,California
2018,BAL,DL,Zach Sieler,00-0034285,Ferris State
2018,SF,WR,Richie James,00-0034286,Middle Tennessee
2018,GB,LB,Kendall Donnerson,00-0034287,Southeast Missouri
2018,KC,LB,Raymond Davison,00-0034288,California
2018,KC,OL,Ryan Hunter,00-0034289,Bowling Green
2018,KC,DL,Dee Liner,00-0034290,Arkansas State
2018,KC,QB,Chase Litton,00-0034291,Marshall
2018,KC,WR,Blake Mack,00-0034292,Arkansas State
2018,KC,WR,Elijah Marks,00-0034293,Northern Arizona
2018,KC,RB,J.D. Moore,00-0034294,LSU
2018,KC,OL,James Murray,00-0034295,Holy Cross
2018,KC,LB,Ben Niemann,00-0034296,Iowa
2018,KC,WR,Byron Pringle,00-0034297,Kansas State
2018,LAC,DB,Arrion Springs,00-0034299,Oregon
2018,KC,DB,D'Montre Wade,00-0034300,Murray State
2018,KC,RB,Darrel Williams,00-0034301,Louisiana State
2018,NYJ,LB,Frankie Luvu,00-0034302,Washington State
2018,NYJ,LB,Anthony Wint,00-0034303,Florida International
2018,CLE,TE,Julian Allen,00-0034304,Southern Mississippi
2018,GB,LB,Greer Martini,00-0034305,Notre Dame
2018,GB,TE,Ryan Smith,00-0034306,Miami (Ohio)
2018,BAL,WR,Janarion Grant,00-0034307,Rutgers
2018,NYG,DL,Myles Humphrey,00-0034308,Shepherd
2018,MIN,WR,Chad Beebe,00-0034309,Northern Illinois
2018,MIN,DB,Craig James,00-0034310,Southern Illinois
2018,MIN,RB,Johnny Stanton,00-0034311,Nevada-Las Vegas
2018,MIN,LB,Brett Taylor,00-0034312,Western Illinois
2018,LV,TE,Paul Butler,00-0034313,"California, Pa."
2018,NE,RB,Henry Poggi,00-0034314,Michigan
2018,LV,RB,Chris Warren,00-0034315,Texas
2018,NO,WR,Keith Kirkwood,00-0034317,Temple
2018,NO,DL,Henry Mondeaux,00-0034318,Oregon
2018,KC,TE,Deon Yelder,00-0034319,Western Kentucky
2018,SF,DL,Kentavius Street,00-0034320,North Carolina State
2018,PIT,DL,Parker Cothren,00-0034321,Penn State
2018,JAX,TE,Pharoah McKever,00-0034322,Florida International
2018,PIT,DB,Jamar Summers,00-0034324,Connecticut
2018,NO,DL,Taylor Stallworth,00-0034325,South Carolina
2018,KC,LB,Robert McCray,00-0034326,Indiana
2018,KC,DB,Step Durham,00-0034327,Georgia Tech
2018,KC,OL,Tejan Koroma,00-0034328,Brigham Young
2018,PIT,DB,Malik Reaves,00-0034329,Villanova
2018,SF,WR,Jordan Smallwood,00-0034330,Oklahoma
2018,PIT,RB,Jaylen Samuels,00-0034331,North Carolina State
2018,WAS,DL,Daron Payne,00-0034333,Alabama
2018,WAS,DB,Troy Apke,00-0034334,Penn State
2018,PIT,DB,Marcus Allen,00-0034335,Penn State
2018,WAS,LB,Shaun Dion Hamilton,00-0034336,Alabama
2018,WAS,DB,Greg Stroman,00-0034337,Virginia Tech
2018,DET,DL,Josh Frazier,00-0034338,Alabama
2018,WAS,WR,Trey Quinn,00-0034339,Southern Methodist
2018,PIT,TE,Christian Scotland-Williamson,00-0034340,No College
2018,PIT,LB,Matthew Thomas,00-0034341,Florida State
2018,IND,OL,Quenton Nelson,00-0034342,Notre Dame
2018,ARI,QB,Josh Rosen,00-0034343,UCLA
2018,NO,DL,Marcus Davenport,00-0034344,Texas-San Antonio
2018,DET,OL,Frank Ragnow,00-0034345,Arkansas
2018,NYG,OL,Will Hernandez,00-0034346,Texas-El Paso
2018,CHI,OL,James Daniels,00-0034347,Iowa
2018,DEN,WR,Courtland Sutton,00-0034348,Southern Methodist
2018,DET,RB,Kerryon Johnson,00-0034349,Auburn
2018,LAC,LB,Uchenna Nwosu,00-0034350,Southern California
2018,PHI,TE,Dallas Goedert,00-0034351,South Dakota State
2018,DAL,OL,Connor Williams,00-0034352,Texas
2018,CHI,WR,Anthony Miller,00-0034353,Memphis
2018,IND,DL,Kemoko Turay,00-0034354,Rutgers
2018,TB,DB,M.J. Stewart,00-0034355,North Carolina
2018,CAR,DB,Donte Jackson,00-0034356,Louisiana State
2018,ATL,DB,Isaiah Oliver,00-0034357,Colorado
2018,WAS,RB,Derrius Guice,00-0034358,Louisiana State
2018,IND,DL,Tyquan Lewis,00-0034359,Ohio State
2018,NYG,LB,Lorenzo Carter,00-0034360,Georgia
2018,HOU,DB,Justin Reid,00-0034361,Stanford
2018,CAR,DB,Rashaan Gaulden,00-0034362,Tennessee
2018,ATL,DL,Deadrin Senat,00-0034363,South Florida
2018,HOU,TE,Jordan Akins,00-0034364,Central Florida
2018,CAR,TE,Ian Thomas,00-0034365,Indiana
2018,HOU,WR,Keke Coutee,00-0034366,Texas Tech
2018,IND,RB,Nyheim Hines,00-0034367,North Carolina State
2018,DEN,LB,Josey Jewell,00-0034368,Iowa
2018,NYG,QB,Kyle Lauletta,00-0034369,Richmond
2018,DEN,WR,DaeSean Hamilton,00-0034370,Penn State
2018,DET,DL,Da'Shawn Hand,00-0034371,Alabama
2018,CHI,LB,Joel Iyiegbuniwe,00-0034372,Western Kentucky
2018,DAL,DL,Dorance Armstrong,00-0034373,Kansas
2018,TB,DB,Jordan Whitehead,00-0034374,Pittsburgh
2018,LAC,LB,Kyzir White,00-0034375,West Virginia
2018,BUF,DB,Taron Johnson,00-0034376,Weber State
2018,PHI,DB,Avonte Maddox,00-0034377,Pittsburgh
2018,ATL,RB,Ito Smith,00-0034378,Southern Mississippi
2018,ARI,OL,Rick Leonard,00-0034379,Florida State
2018,JAX,OL,Will Richardson,00-0034380,North Carolina State
2018,PHI,DL,Josh Sweat,00-0034381,Florida State
2018,CAR,DL,Marquis Haynes,00-0034382,Mississippi
2018,DAL,TE,Dalton Schultz,00-0034383,Stanford
2018,SF,DB,D.J. Reed,00-0034384,Kansas State
2018,NE,LB,Ja'Whaun Bentley,00-0034385,Purdue
2018,TB,WR,Justin Watson,00-0034386,Pennsylvania
2018,CHI,DL,Bilal Nichols,00-0034387,Delaware
2018,CIN,DB,Davontae Harris,00-0034388,Illinois State
2018,TEN,DB,Dane Cruikshank,00-0034389,Arizona
2018,DET,OL,Tyrell Crosby,00-0034390,Oregon
2018,BUF,DB,Siran Neal,00-0034391,Jacksonville State
2018,LAC,OL,Scott Quessenberry,00-0034392,UCLA
2018,DEN,TE,Troy Fumagalli,00-0034393,Wisconsin
2018,CIN,DL,Andrew Brown,00-0034394,Virginia
2018,IND,WR,Daurice Fountain,00-0034395,Northern Iowa
2018,CAR,LB,Jermaine Carter,00-0034396,Maryland
2018,WAS,DL,Tim Settle,00-0034397,Virginia Tech
2018,GB,DB,Natrell Jamerson,00-0034398,Wisconsin
2018,BUF,OL,Wyatt Teller,00-0034399,Virginia Tech
2018,IND,RB,Jordan Wilkins,00-0034400,Mississippi
2018,DAL,QB,Mike White,00-0034401,Western Kentucky
2018,HOU,LB,Duke Ejiofor,00-0034402,Wake Forest
2018,NE,LB,Christian Sam,00-0034403,Arizona State
2018,CHI,LB,Kylie Fitts,00-0034404,Utah
2018,DEN,OL,Sam Jones,00-0034405,Arizona State
2018,IND,WR,Deon Cain,00-0034406,Clemson
2018,BUF,WR,Ray-Ray McCloud,00-0034407,Clemson
2018,NYG,DB,Kam Moore,00-0034408,Boston College
2018,LAC,WR,Dylan Cantrell,00-0034409,Texas Tech
2018,DAL,LB,Chris Covington,00-0034410,Indiana
2018,ATL,WR,Russell Gage,00-0034411,Louisiana State
2018,MIA,QB,Luke Falk,00-0034412,Washington State
2018,ATL,LB,Foye Oluokun,00-0034413,Yale
2018,PHI,RB,Boston Scott,00-0034414,Louisiana Tech
2018,TB,LB,Jack Cichy,00-0034415,Wisconsin
2018,JAX,QB,Tanner Lee,00-0034416,Nebraska
2018,PHI,OL,Matt Pryor,00-0034417,Texas Christian
2018,DAL,WR,Ced Wilson,00-0034418,Boise State
2018,NE,WR,Braxton Berrios,00-0034419,Miami
2018,HOU,TE,Jordan Thomas,00-0034420,Mississippi State
2018,HOU,LB,Peter Kalambayi,00-0034421,Stanford
2018,DEN,LB,Keishawn Bierria,00-0034422,Washington
2018,NE,QB,Danny Etling,00-0034423,Louisiana State
2018,IND,LB,Matthew Adams,00-0034424,Houston
2018,HOU,DB,Jermaine Kelly,00-0034425,San Jose State
2018,CHI,WR,Javon Wims,00-0034426,Georgia
2018,JAX,RB,David Williams,00-0034427,Arkansas
2018,JAX,LB,Leon Jacobs,00-0034428,Wisconsin
2018,PHI,OL,Jordan Mailata,00-0034429,No College
2018,CAR,LB,Andre Smith,00-0034430,North Carolina
2018,IND,LB,Zaire Franklin,00-0034431,Syracuse
2018,SEA,RB,Bo Scarbrough,00-0034432,Alabama
2018,DET,RB,Nick Bawden,00-0034433,San Diego State
2018,MIA,DL,Kendrick Norton,00-0034434,Miami (Fla.)
2018,NE,DB,Keion Crossen,00-0034435,Western Carolina
2018,NO,OL,Will Clapp,00-0034436,Louisiana State
2018,JAX,P,Logan Cooke,00-0034437,Mississippi State
2018,TEN,QB,Logan Woodside,00-0034438,Toledo
2018,NE,TE,Ryan Izzo,00-0034439,Florida State
2018,LAC,RB,Justin Jackson,00-0034440,Northwestern
2018,CIN,OL,Rod Taylor,00-0034441,Mississippi
2018,LA,WR,Austin Proehl,00-0034442,North Carolina
2018,MIA,DB,Johnathan Alston,00-0034443,North Carolina State
2018,LV,LB,Cayson Collins,00-0034444,North Carolina
2018,NYG,OL,Nick Gates,00-0034445,Nebraska
2018,MIA,DB,Jalen Davis,00-0034446,Utah State
2018,MIA,LS,Lucas Gravelle,00-0034447,Texas Christian
2018,MIA,OL,Connor Hilland,00-0034448,William & Mary
2018,HOU,RB,Buddy Howell,00-0034449,Florida Atlantic
2018,CLE,K,Greg Joseph,00-0034450,Florida Atlantic
2018,MIA,DL,Claudy Mathieu,00-0034451,Notre Dame College (Ohio)
2018,MIA,DL,Anthony Moten,00-0034453,Miami (Fla.)
2018,MIA,DL,Jamiyus Pittman,00-0034454,Central Florida
2018,MIA,DL,Quincy Redmon,00-0034455,Fairmont State
2018,HOU,OL,David Steinmetz,00-0034456,Purdue
2018,PHI,RB,Josh Adams,00-0034457,Notre Dame
2018,PHI,LB,Asantay Brown,00-0034458,Western Michigan
2018,PHI,OL,Aaron Evans,00-0034459,Central Florida
2018,PHI,DL,Danny Ezechukwu,00-0034460,Purdue
2018,PHI,DL,Bruce Hector,00-0034461,South Florida
2018,PHI,WR,Anthony Mahoungou,00-0034462,Purdue
2018,PHI,DL,Joe Ostman,00-0034463,Central Michigan
2018,PHI,OL,Ian Park,00-0034464,Slippery Rock
2018,WAS,DB,Jeremy Reaves,00-0034465,South Alabama
2018,PHI,DB,Stephen Roberts,00-0034466,Auburn
2018,DAL,DB,Dominick Sanders,00-0034467,Georgia
2018,PHI,DB,Chandon Sullivan,00-0034468,Georgia State
2018,NE,OL,Toby Weathersby,00-0034470,LSU
2018,SEA,DB,Elijah Battle,00-0034471,West Virginia
2018,ARI,TE,Alec Bloom,00-0034472,Connecticut
2018,ARI,LB,Dennis Gardeck,00-0034473,Sioux Falls
2018,MIA,LB,Frank Ginda,00-0034474,San Jose State
2018,ARI,OL,Will House,00-0034475,Southern Nazarene
2018,NE,DB,A.J. Howard,00-0034476,Appalachian State
2018,TB,DL,Alec James,00-0034477,Wisconsin
2018,ARI,QB,Chad Kanoff,00-0034478,Princeton
2018,PIT,K,Matt McCrane,00-0034479,Kansas State
2018,MIN,LB,Mike Needham,00-0034480,Southern Utah
2018,ARI,DB,Deatrick Nichols,00-0034481,South Florida
2018,ARI,DL,Owen Obasuyi,00-0034482,Hampton
2018,ARI,LB,Matthew Oplinger,00-0034484,Yale
2018,ARI,DB,Jonathan Owens,00-0034485,Missouri Western
2018,ARI,WR,Trent Sherfield,00-0034487,Vanderbilt
2018,CLE,DB,Tavierre Thomas,00-0034488,Ferris State
2018,ARI,WR,Jalen Tolliver,00-0034489,Arkansas-Monticello
2018,ARI,LB,Zeke Turner,00-0034490,Washington
2018,CIN,TE,Andrew Vollert,00-0034491,Weber State
2018,ARI,OL,Brant Weiss,00-0034492,Toledo
2018,ARI,WR,Corey Willis,00-0034493,Central Michigan
2018,CLE,TE,Stephen Baggett,00-0034494,East Carolina
2018,NYG,OL,Evan Brown,00-0034495,Southern Methodist
2018,NYG,DB,Sean Chandler,00-0034496,Temple
2018,NYG,DL,Tyrell Chavis,00-0034497,Penn State
2018,TB,DB,Aaron Davis,00-0034498,Georgia
2018,NYG,WR,Jawill Davis,00-0034499,Bethune-Cookman
2018,NYG,LB,Tae Davis,00-0034500,Chattanooga
2018,NYG,DB,Grant Haley,00-0034502,Penn State
2018,NYJ,WR,Jonah Trinnaman,00-0034504,Brigham Young
2018,BUF,OL,Ike Boettger,00-0034505,Iowa
2018,BUF,DB,Ryan Carter,00-0034506,Clemson
2018,BUF,K,Tyler Davis,00-0034507,Penn State
2018,GB,OL,Gerhard de Beer,00-0034508,Arizona
2018,BUF,RB,Keith Ford,00-0034509,Texas A&M
2018,BUF,WR,Robert Foster,00-0034510,Alabama
2018,BUF,DL,Mike Love,00-0034511,South Florida
2018,BUF,WR,Cam Phillips,00-0034512,Virginia Tech
2018,BUF,OL,Mo Porter,00-0034513,Baylor
2018,BUF,DB,Levi Wallace,00-0034514,Alabama
2018,MIA,DB,Dee Delaney,00-0034515,Miami
2018,JAX,DB,Tre Herndon,00-0034516,Vanderbilt
2018,JAX,DL,Mike Hughes,00-0034517,Nevada-Las Vegas
2018,JAX,LB,Reggie Hunter,00-0034518,North Carolina Central
2018,JAX,DL,Darius Jackson,00-0034519,Jacksonville State
2018,JAX,DL,Lyndon Johnson,00-0034520,Cincinnati
2018,GB,WR,Allen Lazard,00-0034521,Iowa State
2018,JAX,OL,KC McDermott,00-0034522,Miami
2018,JAX,DB,Quenton Meeks,00-0034523,Stanford
2018,PHI,WR,Dorren Miller,00-0034524,Carson-Newman
2018,JAX,LB,Andrew Motuapuaka,00-0034525,Virginia Tech
2018,JAX,DB,C.J. Reavis,00-0034526,Marshall
2018,ATL,DB,Ryan Neal,00-0034527,Southern Illinois
2018,CIN,WR,Devonte Boyd,00-0034528,Nevada-Las Vegas
2018,DEN,OL,Austin Fleer,00-0034530,Mesa State
2018,CIN,RB,Quinton Flowers,00-0034531,South Florida
2018,CIN,RB,Jordan Franks,00-0034532,Central Florida
2018,CIN,DB,Trayvon Henderson,00-0034533,Hawaii
2018,CIN,LB,Junior Joseph,00-0034534,Connecticut
2018,KC,RB,Ray Lawry,00-0034535,Old Dominion
2018,LA,DL,Ja'Von Rolland-Jones,00-0034536,Arkansas State
2018,CIN,LB,Chris Worley,00-0034537,Ohio State
2018,BUF,DL,Mat Boesen,00-0034538,Texas Christian
2018,BUF,LB,Corey Thompson,00-0034539,Louisiana State
2018,GB,DB,Tony Brown,00-0034540,Alabama
2018,LAC,DB,B.J. Clay,00-0034541,Georgia State
2018,LAC,OL,Zachary Crabtree,00-0034542,Oklahoma State
2018,ATL,OL,Chris Durant,00-0034543,William & Mary
2018,LAC,DB,Marcus Edmond,00-0034544,Clemson
2018,LAC,DB,Brandon Facyson,00-0034545,Virginia Tech
2018,ARI,OL,Zack Golditch,00-0034546,Colorado State
2018,BUF,DL,Albert Havili,00-0034547,Eastern Washington
2018,CLE,LB,D'Juan Hines,00-0034548,Houston
2018,LAC,TE,Cole Hunt,00-0034549,Texas Christian
2018,DAL,OL,Jake Campos,00-0034550,Iowa State
2018,DAL,RB,Jordan Chunn,00-0034551,Troy
2018,LAC,DL,Bijhon Jackson,00-0034552,Arkansas
2018,GB,DL,James Hearns,00-0034554,Louisville
2018,DAL,OL,Bryce Johnson,00-0034555,St. Cloud State
2018,DAL,DB,Kam Kelly,00-0034556,San Diego State
2018,LAC,TE,Ben Johnson,00-0034557,Kansas
2018,DAL,LB,Joel Lanning,00-0034558,Iowa State
2018,DAL,DL,Austin Larkin,00-0034559,Purdue
2018,NYJ,WR,J.J. Jones,00-0034560,West Georgia
2018,DAL,WR,Marchie Murdock,00-0034561,Iowa State
2018,DAL,DB,Donovan Olumba,00-0034562,Portland State
2018,LAC,RB,Anthony Manzo-Lewis,00-0034563,Albany
2018,DEN,DL,DeQuinton Osborne,00-0034564,Oklahoma State
2018,LAC,RB,Detrez Newsome,00-0034565,Western Carolina
2018,DAL,LB,Kyle Queiro,00-0034566,Northwestern
2018,LAC,DL,Steven Richardson,00-0034568,Minnesota
2018,SF,DB,Tyree Robinson,00-0034569,Oregon
2018,LAC,OL,Trent Scott,00-0034571,Grambling
2018,DAL,QB,Dalton Sturm,00-0034572,Texas-San Antonio
2018,KC,DB,Charvarius Ward,00-0034573,Middle Tennessee
2018,LAC,QB,Nic Shimonek,00-0034574,Texas Tech
2018,KC,TE,David Wells,00-0034575,San Diego State
2018,LAC,P,Shane Tripucka,00-0034576,Texas A&M
2018,CAR,QB,Kyle Allen,00-0034577,Houston
2018,CAR,RB,Reggie Bonnafon,00-0034578,Louisville
2018,DAL,OL,Kyle Bosch,00-0034579,West Virginia
2018,CAR,LB,Chris Frey,00-0034580,Michigan State
2018,CAR,OL,Taylor Hearn,00-0034581,Clemson
2018,CAR,OL,Brendan Mahon,00-0034582,Penn State
2018,CAR,DL,Tracy Sprinkle,00-0034583,Ohio State
2018,CHI,OL,Dejon Allen,00-0034585,Hawaii
2018,DET,DL,John Atkins,00-0034586,Georgia
2018,CHI,DL,Abdullah Anderson,00-0034587,Bucknell
2018,NE,DL,Trent Harris,00-0034588,Miami
2018,CHI,DB,Rashard Fant,00-0034589,Indiana
2018,NE,DL,Frank Herron,00-0034590,Louisiana State
2018,NE,DB,J.C. Jackson,00-0034591,Maryland
2018,CHI,WR,Garrett Johnson,00-0034592,Kentucky
2018,DET,WR,Chris Lacy,00-0034593,Oklahoma State
2018,HOU,DB,A.J. Moore,00-0034594,Mississippi
2018,TEN,LB,Nyles Morgan,00-0034595,Notre Dame
2018,PIT,RB,Ralph Webb,00-0034596,Vanderbilt
2018,CHI,RB,Ryan Nall,00-0034597,Oregon State
2018,NE,TE,Shane Wimann,00-0034598,Northern Illinois
2018,CHI,LB,Elijah Norris,00-0034599,Shepherd
2018,CHI,DB,Nick Orr,00-0034600,Texas Christian
2018,CHI,DL,Bunmi Rotimi,00-0034602,Old Dominion
2018,CHI,DB,Kevin Toliver,00-0034603,Louisiana State
2018,CHI,LB,Andrew Trumbetti,00-0034604,Notre Dame
2018,CHI,DL,Cavon Walker,00-0034605,Maryland
2018,CHI,P,Ryan Winslow,00-0034606,Pittsburgh
2018,CHI,DB,Michael Joseph,00-0034607,Dubuque
2018,TB,QB,Austin Allen,00-0034608,Arkansas
2018,TB,WR,Sergio Bailey,00-0034609,Eastern Michigan
2018,TB,OL,Cole Boozer,00-0034610,Temple
2018,TB,TE,Donnie Ernsberger,00-0034611,Western Michigan
2018,TB,DL,Demone Harris,00-0034612,Buffalo
2018,TB,TE,Tanner Hudson,00-0034613,Southern Arkansas
2018,SF,DB,Godwin Igwebuike,00-0034614,Northwestern
2018,TB,DB,Josh Liddell,00-0034615,Arkansas
2018,TB,K,Trevor Moore,00-0034616,North Texas
2018,TB,DL,Evan Perrizo,00-0034617,Minnesota State
2018,TB,WR,Ervin Philips,00-0034618,Syracuse
2018,CAR,TE,Jason Reese,00-0034619,Missouri
2018,DEN,DL,Antonio Simmons,00-0034620,Georgia Tech
2018,TB,RB,Shaun Wilson,00-0034621,Duke
2018,HOU,LB,Davin Bellamy,00-0034622,Georgia
2018,DET,DB,Andre Chachere,00-0034623,San Jose State
2018,GB,RB,Lavon Coleman,00-0034624,Washington
2018,GB,OL,Anthony Coyle,00-0034625,Fordham
2018,HOU,P,Trevor Daniel,00-0034626,Tennessee
2018,CLE,OL,Mason Gentry,00-0034627,Southern Methodist
2018,HOU,OL,Jaryd Jones-Smith,00-0034628,Pittsburgh
2018,HOU,DL,Kingsley Opara,00-0034630,Maryland
2018,HOU,WR,Vyncint Smith,00-0034631,Limestone
2018,HOU,RB,Terry Swanson,00-0034632,Toledo
2018,HOU,WR,Jester Weah,00-0034633,Pittsburgh
2018,WAS,DL,Jalen Wilkerson,00-0034634,Florida State
2018,DET,LB,Al-Rasheed Benton,00-0034635,West Virginia
2018,TB,DB,Amari Coleman,00-0034636,Central Michigan
2018,LV,DB,Antwuan Davis,00-0034637,Texas
2018,DET,DL,Josh Fatu,00-0034638,USC
2018,DET,DB,Mike Ford,00-0034639,Southeast Missouri
2018,JAX,TE,DeAndre Goolsby,00-0034640,Florida
2018,ARI,DB,Chris Jones,00-0034641,Nebraska
2018,GB,WR,Kyle Lewis,00-0034642,Cal Poly-S.L.O.
2018,DET,LB,Chad Meredith,00-0034643,Southeast Missouri State
2018,DET,OL,John Montelus,00-0034644,Virginia
2018,DET,OL,Beau Nunn,00-0034645,Appalachian State
2018,DET,WR,Brandon Powell,00-0034646,Florida
2018,GB,WR,Teo Redding,00-0034647,Bowling Green State
2018,DET,P,Ryan Santoso,00-0034648,Minnesota
2018,WAS,DL,JoJo Wicker,00-0034650,Arizona State
2018,TEN,K,Austin Barnard,00-0034651,Samford
2018,TEN,WR,Cameron Batson,00-0034652,Texas Tech
2018,NYJ,WR,Deontay Burnett,00-0034653,Southern California
2018,TEN,RB,Dalyn Dawkins,00-0034654,Colorado State
2018,JAX,LB,Nick DeLuca,00-0034655,North Dakota State
2018,DAL,OL,Matt Diaz,00-0034656,Wagner
2018,TEN,DL,Matt Dickerson,00-0034657,UCLA
2018,DEN,OL,Nico Falah,00-0034658,Southern California
2018,TEN,LB,Sharif Finch,00-0034659,Temple
2018,LV,WR,Rico Gafford,00-0034660,Wyoming
2018,TEN,DB,Joshua Kalu,00-0034662,Nebraska
2018,SEA,OL,Elijah Nkansah,00-0034664,Toledo
2018,TEN,DL,Mike Ramsay,00-0034665,Duke
2018,LA,RB,Larry Rose,00-0034666,New Mexico State
2018,TEN,WR,Devin Ross,00-0034667,Colorado
2018,TEN,OL,Aaron Stinnie,00-0034668,James Madison
2018,JAX,WR,Jordan Veasy,00-0034669,California
2018,TEN,RB,Akrum Wadley,00-0034670,Iowa
2018,TEN,DB,Damon Webb,00-0034671,Ohio State
2018,GB,TE,Ethan Wolf,00-0034672,Tennessee
2018,BUF,LB,Tremaine Edmunds,00-0034673,Virginia Tech
2018,DAL,LB,Leighton Vander Esch,00-0034674,Boise State
2018,CIN,DB,Jessie Bates,00-0034675,Wake Forest
2018,PIT,WR,James Washington,00-0034676,Oklahoma State
2018,LAC,DL,Justin Jones,00-0034677,North Carolina State
2018,TB,OL,Alex Cappa,00-0034678,Humboldt State
2018,CIN,RB,Mark Walton,00-0034679,Miami (Fla.)
2018,KC,DB,Armani Watts,00-0034680,Texas A&amp;M
2018,ARI,RB,Chase Edmonds,00-0034681,Fordham
2018,CLE,LB,Genard Avery,00-0034682,Memphis
2018,CIN,DB,Darius Phillips,00-0034683,Western Michigan
2018,LV,P,Johnny Townsend,00-0034684,Florida
2018,NO,DB,Chris Campbell,00-0034685,Penn State
2018,CIN,WR,Auden Tate,00-0034686,Florida State
2018,ARI,OL,Korey Cunningham,00-0034687,Cincinnati
2018,JAX,LB,Manase Hungalu,00-0034689,Oregon State
2018,JAX,OL,Brandon Smith,00-0034690,East Carolina
2018,TB,OL,Ruben Holcomb,00-0034691,Indianapolis
2018,TB,DB,Marko Myers,00-0034692,Southeastern University
2018,IND,OL,Jared Machorro,00-0034693,Texas A&M-Commerce
2018,BUF,RB,Zach Olstad,00-0034694,Winona State
2018,CIN,DB,Tyrice Beverette,00-0034695,Stony Brook
2018,CIN,DL,Chris Okoye,00-0034696,Ferris State
2018,CLE,QB,Brogan Roback,00-0034697,Eastern Michigan
2018,NE,WR,Damoun Patterson,00-0034698,Youngstown State
2018,PIT,OL,R.J. Prince,00-0034699,North Carolina
2018,NYG,DB,Mike Jones,00-0034701,Temple
2018,LAC,DL,Pat Afriyie,00-0034702,Colgate
2018,PHI,WR,Tim Wilson,00-0034703,East Stroudsburg
2018,CHI,WR,Matt Fleming,00-0034704,Benedictine
2018,CHI,DB,John Franklin,00-0034705,Florida Atlantic
2018,NYG,RB,Robert Martin,00-0034708,Rutgers
2018,ARI,WR,C.J. Duncan,00-0034709,Vanderbilt
2018,WAS,WR,Darvin Kidsy,00-0034710,Texas Southern
2018,ARI,LB,Airius Moore,00-0034711,North Carolina State
2018,WAS,OL,Casey Dunn,00-0034712,Auburn
2018,WAS,LB,Vontae Diggs,00-0034713,Connecticut
2018,DET,DB,Josh Okonye,00-0034714,Purdue
2018,DET,WR,Deontez Alexander,00-0034715,Franklin
2018,SEA,TE,Clayton Wilson,00-0034716,Northwest Missouri State
2018,TEN,DB,Joseph Este,00-0034717,Tennessee-Martin
2018,LV,DL,Connor Flagel,00-0034718,Central Missouri State
2018,TEN,LB,Tobenna Okeke,00-0034719,Fresno State
2018,TEN,LB,Robert Spillane,00-0034720,Western Michigan
2018,BUF,P,Corey Bojorquez,00-0034721,New Mexico
2018,WAS,OL,Kendall Calhoun,00-0034722,Cincinnati
2018,HOU,DL,Nick Thurman,00-0034723,Houston
2018,NO,LB,KeShun Freeman,00-0034724,Georgia Tech
2018,LV,RB,Ryan Yurachek,00-0034725,Marshall
2018,LV,DB,Dallin Leavitt,00-0034726,Utah State
2018,LV,LS,Drew Scott,00-0034727,Kansas State
2018,GB,DB,Jaire Alexander,00-0034728,Louisville
2018,SEA,OL,Jamarco Jones,00-0034729,Ohio State
2018,SF,DB,Marcell Harris,00-0034730,Florida
2018,KC,OL,Kahlil McKenzie,00-0034731,Tennessee
2018,SEA,QB,Alex McGough,00-0034732,Florida International
2018,LA,RB,Nick Holley,00-0034733,Kent State
2018,LA,DB,Afolabi Laguda,00-0034734,Colorado
2018,LA,TE,Codey McElroy,00-0034735,Southeastern Oklahoma
2018,LA,DB,Steven Parker,00-0034736,Oklahoma
2018,LA,QB,Luis Perez,00-0034737,Texas A&amp;M-Commerce
2018,LA,DL,Brian Womac,00-0034738,Rice
2018,CLE,DL,Blaine Woodson,00-0034742,Delaware
2018,TEN,LB,Rashaan Evans,00-0034743,Alabama
2018,NE,DB,Duke Dawson,00-0034744,Florida
2018,DET,DB,Tracy Walker,00-0034745,Louisiana-Lafayette
2018,LV,DL,Maurice Hurst,00-0034746,Michigan
2018,LV,WR,Marcell Ateman,00-0034747,Oklahoma State
2018,NO,WR,Eldridge Massington,00-0034749,UCLA
2018,SEA,RB,Rashaad Penny,00-0034750,San Diego State
2018,GB,DB,Josh Jackson,00-0034751,Iowa
2018,BAL,OL,Orlando Brown,00-0034752,Oklahoma
2018,BAL,TE,Mark Andrews,00-0034753,Oklahoma
2018,GB,LB,Oren Burks,00-0034754,Vanderbilt
2018,SEA,LB,Shaquem Griffin,00-0034755,Central Florida
